epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.995151630897522,1.8607668329238891,73.418,68.76,20.439999999999998,17.28
2,1.8692076557159423,1.7919943214416505,69.58,67.95,16.052000000000007,13.189999999999998
3,1.7246065181350707,1.6188442096710205,63.348,58.97,12.584000000000003,10.060000000000002
4,1.6001762376785278,1.5871632556915283,58.106,56.64,9.932000000000002,9.969999999999999
5,1.484264884147644,1.5420650003433227,53.058,54.12,8.266000000000005,9.599999999999994
6,1.3263529481887817,1.3437711185455323,47.394,47.16,6.073999999999998,6.939999999999998
7,1.1915995399475097,1.3753769969940186,41.982,47.43,4.724000000000004,6.099999999999994
8,1.0943584123229981,1.1513461376190186,38.566,40.21,3.915999999999997,4.319999999999993
9,1.0226204822921754,1.0683242156982422,35.78,36.98,3.3739999999999952,3.989999999999995
10,0.9485010678100586,1.3070380489349365,33.31399999999999,43.05,2.8619999999999948,6.799999999999997
11,0.8889784649276733,1.0880597591400147,31.168000000000006,38.67,2.396000000000001,3.3299999999999983
12,0.8331754082870484,0.8940179005622864,28.944000000000003,30.72,2.048000000000002,2.519999999999996
13,0.7915146858406067,0.9719187177658081,27.438000000000002,33.03,1.9099999999999966,2.6200000000000045
14,0.7492039485740661,0.9487937775611878,25.840000000000003,33.599999999999994,1.6440000000000055,2.010000000000005
15,0.7169939479064942,0.847977845954895,24.796000000000006,29.310000000000002,1.5619999999999976,1.9699999999999989
16,0.6850455716896057,0.8548502737045288,23.468000000000004,29.400000000000006,1.3640000000000043,1.9699999999999989
17,0.6565445630264283,0.7848475085258484,22.534000000000006,25.370000000000005,1.215999999999994,2.569999999999993
18,0.6432958839035035,0.8159753840446472,22.256,28.480000000000004,1.2660000000000053,1.5699999999999932
19,0.6119213328552247,0.8829665086746216,21.066000000000003,29.89,1.0679999999999978,2.4399999999999977
20,0.5965766001510621,0.8864315799236298,20.706000000000003,29.439999999999998,1.0319999999999965,2.9399999999999977
21,0.5729357130622864,0.7121736384391785,19.842,23.870000000000005,0.9639999999999986,1.8900000000000006
22,0.5614962599563599,0.6687945596694946,19.384,22.459999999999994,0.9399999999999977,1.2600000000000051
23,0.543854419670105,0.6594138059616089,18.592,22.450000000000003,0.8559999999999945,1.269999999999996
24,0.5338112789154053,0.65851955909729,18.436000000000007,22.72,0.8659999999999997,1.5
25,0.5163733305740357,0.6784990070343018,17.641999999999996,23.39,0.7420000000000044,1.5300000000000011
26,0.5001697874069214,0.5801690327644348,17.105999999999995,19.290000000000006,0.7540000000000049,0.8799999999999955
27,0.49146391578674314,0.6706273619651795,16.980000000000004,22.72,0.6839999999999975,1.3100000000000023
28,0.47895686252593994,0.7202578192710877,16.486000000000004,24.310000000000002,0.6760000000000019,1.5699999999999932
29,0.47818527466773986,0.7439334467887878,16.441999999999993,25.0,0.6919999999999931,1.5900000000000034
30,0.4692449386501312,0.6185754663467408,16.159999999999997,21.33,0.6119999999999948,1.0499999999999972
31,0.45480970067977905,0.6544481792449951,15.629999999999995,21.540000000000006,0.6099999999999994,1.4000000000000057
32,0.44557005640029906,0.650598162651062,15.0,21.840000000000003,0.5999999999999943,1.2600000000000051
33,0.4427491060256958,0.6159628664016724,15.150000000000006,20.5,0.5460000000000065,0.9599999999999937
34,0.4294839098262787,0.5362104024410248,14.632000000000005,18.0,0.49800000000000466,0.8900000000000006
35,0.42071955533981326,0.5412349080562592,14.430000000000007,17.909999999999997,0.4759999999999991,0.9000000000000057
36,0.41916052471160886,0.5600455220222473,14.439999999999998,19.019999999999996,0.5300000000000011,0.9200000000000017
37,0.40804648797035215,0.6194799286842346,14.010000000000005,20.180000000000007,0.45600000000000307,1.4200000000000017
38,0.40241801193237303,0.535886407661438,13.855999999999995,18.049999999999997,0.4959999999999951,0.8700000000000045
39,0.39944622119903567,0.5586600023269653,13.561999999999998,18.840000000000003,0.47799999999999443,0.7900000000000063
40,0.38380718665122987,0.5710887836456299,13.007999999999996,18.89,0.4200000000000017,0.9500000000000028
41,0.38102728379249573,0.6361535561561584,13.111999999999995,21.260000000000005,0.41800000000000637,0.9399999999999977
42,0.3763232151412964,0.627644895362854,13.063999999999993,20.599999999999994,0.3760000000000048,1.2099999999999937
43,0.36901470987319945,0.556027025604248,12.575999999999993,18.049999999999997,0.38800000000000523,0.9000000000000057
44,0.3665682789039612,0.548064900302887,12.682000000000002,18.069999999999993,0.35200000000000387,0.8299999999999983
45,0.3604003529930115,0.6836404405117035,12.418000000000006,21.900000000000006,0.32800000000000296,1.3599999999999994
46,0.36172886098861695,0.5183864671945572,12.414000000000001,17.209999999999994,0.35200000000000387,0.769999999999996
47,0.35560108580589295,0.7071901135444641,12.132000000000005,22.590000000000003,0.3539999999999992,1.0799999999999983
48,0.3495335322761536,0.5102423594474792,12.120000000000005,16.909999999999997,0.3199999999999932,0.730000000000004
49,0.33729978145599365,0.5243347034454345,11.665999999999997,17.5,0.31399999999999295,0.75
50,0.332980019493103,0.5189602140426636,11.397999999999996,17.42,0.34199999999999875,0.9399999999999977
51,0.3345272375679016,0.5863120012760162,11.489999999999995,18.5,0.3100000000000023,1.0400000000000063
52,0.32758733400344847,0.5019327351093292,11.477999999999994,16.379999999999995,0.2680000000000007,0.6400000000000006
53,0.32382633665084837,0.487075070476532,11.194000000000003,15.739999999999995,0.26200000000000045,0.769999999999996
54,0.32041613060951235,0.621468620967865,11.007999999999996,19.200000000000003,0.23199999999999932,1.230000000000004
55,0.3215640745639801,0.486571239566803,11.227999999999994,15.959999999999994,0.25199999999999534,0.6899999999999977
56,0.3193767596626282,0.4878530417919159,10.992000000000004,15.879999999999995,0.2740000000000009,0.7199999999999989
57,0.31241303297042844,0.476128363609314,10.846000000000004,16.019999999999996,0.2219999999999942,0.6400000000000006
58,0.30954588744163514,0.614526699256897,10.780000000000001,20.069999999999993,0.23000000000000398,1.0900000000000034
59,0.3018290450000763,0.4939127660751343,10.536000000000001,16.78,0.24800000000000466,0.7199999999999989
60,0.30383174414634706,0.5043901528835296,10.506,16.340000000000003,0.21599999999999397,0.769999999999996
61,0.2970005523014069,0.6573951998710632,10.162000000000006,20.14,0.23799999999999955,1.6099999999999994
62,0.29309657092571256,0.4770044764995575,10.085999999999999,15.650000000000006,0.21999999999999886,0.7000000000000028
63,0.2912134529304504,0.4833516897201538,9.965999999999994,15.620000000000005,0.26200000000000045,0.5799999999999983
64,0.2911839440822601,0.546804571723938,10.147999999999996,17.22,0.20600000000000307,1.1500000000000057
65,0.28463594025611877,0.46983900389671324,9.866,15.0,0.2079999999999984,0.5300000000000011
66,0.2841833547258377,0.4659156923294067,9.813999999999993,15.260000000000005,0.2219999999999942,0.5300000000000011
67,0.2787867876815796,0.5154855699539185,9.787999999999997,16.67,0.17199999999999704,0.769999999999996
68,0.2809536724853516,0.6544942889213562,9.781999999999996,20.64,0.15200000000000102,0.8100000000000023
69,0.2765234835100174,0.547179861831665,9.760000000000005,18.5,0.1599999999999966,0.6299999999999955
70,0.2801816171836853,0.48311531949043274,9.683999999999997,15.930000000000007,0.17600000000000193,0.5499999999999972
71,0.26923568519592284,0.48523461046218874,9.275999999999996,15.89,0.1839999999999975,0.75
72,0.26569260125160216,0.48451554560661314,9.197999999999993,16.03,0.16599999999999682,0.7999999999999972
73,0.2713591289329529,0.5442810495376587,9.474000000000004,17.099999999999994,0.1839999999999975,0.9599999999999937
74,0.264031875,0.4839859260559082,9.232,15.409999999999997,0.1839999999999975,0.6700000000000017
75,0.2594596603822708,0.4492929770469666,9.058000000000007,14.579999999999998,0.19400000000000261,0.5799999999999983
76,0.2610215698432922,0.5576749041557312,9.091999999999999,17.909999999999997,0.14799999999999613,0.8199999999999932
77,0.25739268677711485,0.5811405577659607,8.980000000000004,17.540000000000006,0.1560000000000059,1.0499999999999972
78,0.2525761810207367,0.5072427275657654,8.763999999999996,16.069999999999993,0.14799999999999613,0.6700000000000017
79,0.2583466707134247,0.5346580768585205,8.900000000000006,17.040000000000006,0.18600000000000705,0.6700000000000017
80,0.2531451197814941,0.5105708866596222,8.769999999999996,16.189999999999998,0.15000000000000568,0.6400000000000006
81,0.24782310074329375,0.5341743847846985,8.738,16.450000000000003,0.15399999999999636,0.9000000000000057
82,0.24536375401496888,0.46127899584770204,8.483999999999995,14.870000000000005,0.11400000000000432,0.6500000000000057
83,0.24328565222740173,0.7194949817657471,8.518,22.28,0.132000000000005,1.0799999999999983
84,0.24561728126525878,0.5329070189476013,8.427999999999997,16.97,0.10599999999999454,0.8599999999999994
85,0.23775190462112428,0.5410088887691498,8.372,17.620000000000005,0.11400000000000432,0.7600000000000051
86,0.24028421783447265,0.6069816888809204,8.323999999999998,18.810000000000002,0.117999999999995,0.9200000000000017
87,0.23757550156593324,0.4945972888946533,8.292000000000002,15.39,0.1039999999999992,0.6200000000000045
88,0.23596542796134948,0.7051763650894165,8.274000000000001,19.340000000000003,0.11199999999999477,1.5300000000000011
89,0.23442496780395508,0.5557260084152221,8.188000000000002,16.659999999999997,0.1280000000000001,0.7099999999999937
90,0.23113875363826752,0.47883271889686585,8.049999999999997,15.510000000000005,0.117999999999995,0.6299999999999955
91,0.22917032354354858,0.5567406440734863,7.938000000000002,16.980000000000004,0.09399999999999409,0.8599999999999994
92,0.22738049291610718,0.5645459135055542,7.8559999999999945,16.78,0.13599999999999568,0.7199999999999989
93,0.2225785643720627,0.4482071793556213,7.6640000000000015,14.290000000000006,0.11199999999999477,0.5499999999999972
94,0.22399233635902405,0.5144046572685241,7.787999999999997,15.989999999999995,0.08799999999999386,0.8799999999999955
95,0.22401262383461,0.4907368167161942,7.7819999999999965,15.939999999999998,0.08799999999999386,0.75
96,0.2226779296875,0.46742349343299866,7.756,14.180000000000007,0.12399999999999523,0.5799999999999983
97,0.21981580254554747,0.4412144009590149,7.701999999999998,13.799999999999997,0.10800000000000409,0.6099999999999994
98,0.21809682760715485,0.4790779662132263,7.668000000000006,14.930000000000007,0.09600000000000364,0.6299999999999955
99,0.21537608710289002,0.47169274730682376,7.640000000000001,14.909999999999997,0.09000000000000341,0.6599999999999966
100,0.21652401964187623,0.5179769017219543,7.481999999999999,15.950000000000003,0.09600000000000364,0.6099999999999994
101,0.212815652217865,0.4584489524364471,7.424000000000007,14.549999999999997,0.08400000000000318,0.6400000000000006
102,0.16261042530059813,0.39892221455574034,5.608000000000004,12.370000000000005,0.04000000000000625,0.480000000000004
103,0.15245344397068022,0.38339627475738525,5.305999999999997,11.939999999999998,0.06199999999999761,0.45999999999999375
104,0.14592212576389313,0.39297339057922365,4.9879999999999995,12.159999999999997,0.02400000000000091,0.46999999999999886
105,0.1436573722267151,0.3933094051361084,4.980000000000004,11.819999999999993,0.02400000000000091,0.4200000000000017
106,0.14064955520153047,0.39703159685134887,4.891999999999996,12.420000000000002,0.031999999999996476,0.35999999999999943
107,0.13863808955669404,0.3815171630859375,4.8940000000000055,11.790000000000006,0.028000000000005798,0.39000000000000057
108,0.1349613693857193,0.38555265045166015,4.626000000000005,11.959999999999994,0.0379999999999967,0.45000000000000284
109,0.1329820137834549,0.39696615500450133,4.634,11.819999999999993,0.02599999999999625,0.3499999999999943
110,0.13302456439495086,0.3864698474884033,4.700000000000003,12.069999999999993,0.036000000000001364,0.3499999999999943
111,0.13533108027935029,0.40769068756103516,4.700000000000003,12.450000000000003,0.034000000000006025,0.4899999999999949
112,0.13370887283802033,0.41492046518325804,4.634,12.349999999999994,0.02599999999999625,0.37000000000000455
113,0.12759645324230193,0.3876387309551239,4.447999999999993,11.700000000000003,0.016000000000005343,0.39000000000000057
114,0.12887275916576385,0.39581952710151674,4.572000000000003,11.959999999999994,0.012000000000000455,0.4899999999999949
115,0.12741153413772582,0.4077100689888,4.384,11.989999999999995,0.028000000000005798,0.45000000000000284
116,0.1300951888179779,0.40805919480323793,4.573999999999998,12.659999999999997,0.01999999999999602,0.4099999999999966
117,0.12765951251506805,0.4308595881462097,4.513999999999996,12.709999999999994,0.02200000000000557,0.4899999999999949
118,0.12374465065956115,0.4174172975063324,4.376000000000005,12.489999999999995,0.02400000000000091,0.45000000000000284
119,0.12346616429805755,0.4243838888168335,4.293999999999997,12.219999999999999,0.018000000000000682,0.5300000000000011
120,0.12047299678802491,0.44415635914802554,4.231999999999999,13.069999999999993,0.01999999999999602,0.5300000000000011
121,0.12782485169887542,0.40370467767715457,4.584000000000003,11.959999999999994,0.02400000000000091,0.37999999999999545
122,0.12390477885246277,0.3975633818626404,4.347999999999999,12.219999999999999,0.02599999999999625,0.4000000000000057
123,0.12260926691532135,0.4009935976982117,4.3160000000000025,11.989999999999995,0.02200000000000557,0.37999999999999545
124,0.12203601371526718,0.41760785694122315,4.378,12.200000000000003,0.012000000000000455,0.4000000000000057
125,0.12316310334205627,0.41714331035614016,4.3160000000000025,12.459999999999994,0.01999999999999602,0.46999999999999886
126,0.11710295186042785,0.404977552652359,4.060000000000002,12.0,0.018000000000000682,0.4200000000000017
127,0.12329079440116883,0.4176254231452942,4.352000000000004,12.25,0.010000000000005116,0.5
128,0.11653769592285156,0.42589116611480715,4.159999999999997,12.090000000000003,0.012000000000000455,0.37000000000000455
129,0.1197541022825241,0.4236054298877716,4.2960000000000065,12.549999999999997,0.012000000000000455,0.5100000000000051
130,0.11852635151386261,0.40336133189201356,4.168000000000006,11.599999999999994,0.028000000000005798,0.39000000000000057
131,0.1173387401008606,0.417625100851059,4.079999999999998,12.129999999999995,0.02400000000000091,0.4399999999999977
132,0.114812501745224,0.4159312352180481,4.0460000000000065,11.629999999999995,0.016000000000005343,0.3499999999999943
133,0.1147678610253334,0.4443413546562195,4.069999999999993,12.329999999999998,0.013999999999995794,0.5400000000000063
134,0.11686207397937774,0.417552090549469,4.072000000000003,12.180000000000007,0.01999999999999602,0.5100000000000051
135,0.1116483279800415,0.40888288834095,3.915999999999997,12.290000000000006,0.012000000000000455,0.4300000000000068
136,0.11485235447406769,0.4316140058517456,4.006,12.280000000000001,0.013999999999995794,0.4899999999999949
137,0.11339929223060607,0.418681418132782,3.956000000000003,11.680000000000007,0.01999999999999602,0.37999999999999545
138,0.11623351743936539,0.42336547846794126,4.197999999999993,12.439999999999998,0.010000000000005116,0.4300000000000068
139,0.11411364060878754,0.4101683874130249,4.079999999999998,11.829999999999998,0.02599999999999625,0.3400000000000034
140,0.11329448944091797,0.4076444529533386,3.9879999999999995,11.680000000000007,0.018000000000000682,0.37999999999999545
141,0.10979224993228913,0.4470931562423706,3.8859999999999957,12.5,0.018000000000000682,0.6400000000000006
142,0.11076963499069215,0.409487287902832,3.9380000000000024,11.569999999999993,0.007999999999995566,0.37000000000000455
143,0.10184758315324784,0.4084484992027283,3.6400000000000006,11.680000000000007,0.013999999999995794,0.4099999999999966
144,0.10164309609651566,0.4104148585319519,3.5420000000000016,11.530000000000001,0.012000000000000455,0.39000000000000057
145,0.10131242583990097,0.4313531103134155,3.5160000000000053,12.11,0.012000000000000455,0.4300000000000068
146,0.10091695915222168,0.4087084691047668,3.530000000000001,11.560000000000002,0.016000000000005343,0.3499999999999943
147,0.09902991698503494,0.4088422234535217,3.456000000000003,11.579999999999998,0.006000000000000227,0.4899999999999949
148,0.09945528090476989,0.4126709434270859,3.5180000000000007,11.590000000000003,0.010000000000005116,0.37000000000000455
149,0.09871616205215454,0.4352632332801819,3.4479999999999933,12.11,0.007999999999995566,0.45999999999999375
150,0.10158971434116364,0.4146055634021759,3.5180000000000007,11.599999999999994,0.007999999999995566,0.5
151,0.09582235996246338,0.43405162811279296,3.3499999999999943,12.310000000000002,0.013999999999995794,0.37999999999999545
152,0.09598912805080413,0.42281264057159423,3.378,11.709999999999994,0.006000000000000227,0.37000000000000455
153,0.09797373061656951,0.42691863956451415,3.3799999999999955,12.049999999999997,0.001999999999995339,0.37999999999999545
154,0.09758446816444397,0.41752780146598817,3.441999999999993,11.420000000000002,0.013999999999995794,0.4300000000000068
155,0.09658524654388427,0.4168972613811493,3.4039999999999964,11.629999999999995,0.012000000000000455,0.4099999999999966
156,0.0976063194513321,0.39423889784812927,3.4140000000000015,11.75,0.006000000000000227,0.29999999999999716
157,0.09378869217157364,0.43296594007015227,3.274000000000001,11.680000000000007,0.012000000000000455,0.5100000000000051
158,0.0964709653711319,0.4079729927539825,3.353999999999999,11.459999999999994,0.016000000000005343,0.46999999999999886
159,0.0978651879620552,0.4343009255409241,3.4339999999999975,12.010000000000005,0.007999999999995566,0.519999999999996
160,0.09577179237127303,0.4351795318603516,3.3619999999999948,11.980000000000004,0.007999999999995566,0.5
161,0.09426545288085937,0.4143758162975311,3.215999999999994,11.349999999999994,0.007999999999995566,0.3299999999999983
162,0.09320115847110748,0.4262354649543762,3.2279999999999944,11.989999999999995,0.010000000000005116,0.4399999999999977
163,0.09510624957084655,0.416968359041214,3.3739999999999952,11.629999999999995,0.007999999999995566,0.35999999999999943
164,0.09593753094673156,0.41557627301216127,3.3299999999999983,11.5,0.010000000000005116,0.4000000000000057
165,0.09376691631793976,0.41922585134506224,3.2720000000000056,11.930000000000007,0.012000000000000455,0.5
166,0.09838820890426636,0.419538218164444,3.4740000000000038,11.349999999999994,0.016000000000005343,0.45999999999999375
167,0.09247655230998993,0.4143424031257629,3.2120000000000033,11.459999999999994,0.006000000000000227,0.4000000000000057
168,0.09407475366830825,0.41324905190467837,3.328000000000003,11.700000000000003,0.013999999999995794,0.39000000000000057
169,0.09259115531682968,0.4223568985939026,3.2420000000000044,11.86,0.001999999999995339,0.519999999999996
170,0.09198293681621551,0.44375236444473265,3.280000000000001,12.079999999999998,0.010000000000005116,0.5699999999999932
171,0.09334943191528321,0.4359299389362335,3.299999999999997,11.829999999999998,0.007999999999995566,0.5400000000000063
172,0.09600881205558777,0.4104428159713745,3.358000000000004,11.629999999999995,0.010000000000005116,0.4099999999999966
173,0.09103382525920868,0.43240452251434325,3.1880000000000024,12.280000000000001,0.013999999999995794,0.39000000000000057
174,0.08894312077760697,0.4283627097129822,3.1260000000000048,11.780000000000001,0.010000000000005116,0.39000000000000057
175,0.09074339081287384,0.4254755571365356,3.1200000000000045,11.689999999999998,0.012000000000000455,0.4000000000000057
176,0.09148789087772369,0.4274204086303711,3.2439999999999998,11.689999999999998,0.007999999999995566,0.4300000000000068
177,0.09234459010362625,0.43791369562149046,3.263999999999996,12.129999999999995,0.012000000000000455,0.5799999999999983
178,0.09353936880111695,0.43093203630447385,3.3640000000000043,11.939999999999998,0.010000000000005116,0.519999999999996
179,0.09104628025054931,0.4235333728790283,3.269999999999996,11.939999999999998,0.010000000000005116,0.3499999999999943
180,0.09205315122127533,0.4312575455665588,3.1580000000000013,11.959999999999994,0.007999999999995566,0.4399999999999977
181,0.0915841580581665,0.43717153568267825,3.230000000000004,11.870000000000005,0.007999999999995566,0.4899999999999949
182,0.08750216491699218,0.4250614720344543,3.108000000000004,11.489999999999995,0.012000000000000455,0.45999999999999375
183,0.095802922437191,0.429564311337471,3.4339999999999975,12.090000000000003,0.007999999999995566,0.37999999999999545
184,0.0930445798099041,0.42154418048858644,3.308000000000007,11.590000000000003,0.010000000000005116,0.519999999999996
185,0.08020567499160766,0.41133485860824587,2.8220000000000027,11.299999999999997,0.013999999999995794,0.4200000000000017
186,0.0776076370382309,0.42387517709732053,2.647999999999996,11.650000000000006,0.001999999999995339,0.4399999999999977
187,0.07805868983745574,0.406587269115448,2.7420000000000044,11.530000000000001,0.001999999999995339,0.45999999999999375
188,0.07787186677932739,0.41856671714782717,2.739999999999995,11.510000000000005,0.012000000000000455,0.5300000000000011
189,0.08017907804965974,0.4257709948539734,2.834000000000003,11.620000000000005,0.007999999999995566,0.5400000000000063
190,0.07602702825784684,0.4292270452737808,2.652000000000001,11.64,0.001999999999995339,0.46999999999999886
191,0.07743873880863189,0.4425642207622528,2.7680000000000007,11.879999999999995,0.0,0.5699999999999932
192,0.07577757774233818,0.40549528632164,2.6159999999999997,11.260000000000005,0.001999999999995339,0.46999999999999886
193,0.07510979540348053,0.41951825647354124,2.6979999999999933,11.340000000000003,0.007999999999995566,0.4300000000000068
194,0.07647674285650254,0.42417597665786744,2.671999999999997,11.650000000000006,0.006000000000000227,0.4200000000000017
195,0.07674016879916191,0.4302909544944763,2.6440000000000055,11.86,0.010000000000005116,0.45000000000000284
196,0.08006859721660614,0.41128113050460813,2.9039999999999964,11.129999999999995,0.006000000000000227,0.39000000000000057
197,0.08127831326007844,0.4161294865131378,2.8859999999999957,11.36,0.006000000000000227,0.480000000000004
198,0.07906306365966796,0.4114564372062683,2.6899999999999977,11.689999999999998,0.0040000000000048885,0.39000000000000057
199,0.07653897834062576,0.422082297039032,2.647999999999996,11.670000000000002,0.001999999999995339,0.46999999999999886
200,0.07661154748916627,0.41234010014533995,2.706000000000003,11.379999999999995,0.0,0.5400000000000063
201,0.07768608261108398,0.4220928769111633,2.680000000000007,11.379999999999995,0.012000000000000455,0.37999999999999545
202,0.0762540297794342,0.42638574962615966,2.700000000000003,11.900000000000006,0.006000000000000227,0.4000000000000057
203,0.07819471592903138,0.4219206214427948,2.6599999999999966,11.39,0.007999999999995566,0.4899999999999949
204,0.07854604391098022,0.4114029191970825,2.680000000000007,11.040000000000006,0.010000000000005116,0.5100000000000051
205,0.077257847905159,0.42285173873901366,2.721999999999994,11.530000000000001,0.0040000000000048885,0.5
206,0.07481219480037689,0.43228660564422605,2.573999999999998,11.469999999999999,0.006000000000000227,0.4300000000000068
207,0.07731216139793395,0.41999903020858764,2.695999999999998,11.239999999999995,0.007999999999995566,0.39000000000000057
208,0.07642017736434936,0.41629281969070436,2.6839999999999975,11.060000000000002,0.001999999999995339,0.4399999999999977
209,0.07718053478717804,0.41471105394363406,2.7079999999999984,11.450000000000003,0.0,0.4000000000000057
210,0.07556647722721099,0.42571368188858033,2.680000000000007,11.730000000000004,0.007999999999995566,0.5600000000000023
211,0.07502347889900207,0.43839577836990357,2.6700000000000017,11.89,0.0040000000000048885,0.35999999999999943
212,0.07402558559894562,0.4211333473682404,2.6200000000000045,11.319999999999993,0.006000000000000227,0.519999999999996
213,0.07679374978065491,0.43805407543182373,2.676000000000002,11.780000000000001,0.001999999999995339,0.46999999999999886
